id_cliente,edad,ingresos_mensuales,gasto_mensual_promedio,score_crediticio,transacciones_mes,tarjeta_asignada
96813,74,149367.51,66175.3,781,44,Black
81212,48,78597.63,44999.19,757,23,Platinum
3569,30,26121.7,10334.5,598,18,Gold
20599,39,23867.0,14323.99,646,25,Gold
97904,51,172662.69,38205.33,812,38,Black
22567,28,16463.79,6890.66,673,16,Gold
34570,36,24508.32,14144.97,621,20,Gold
30952,44,28599.4,13291.14,668,6,Gold
78544,41,82016.64,46235.01,732,27,Platinum
43709,26,28465.65,11343.17,650,15,Gold
60186,52,74152.5,30838.9,754,34,Platinum
92867,74,148390.14,46840.93,796,40,Black
26187,41,22426.19,10920.14,682,16,Gold
92443,49,130748.94,38625.3,764,42,Black
95760,64,117726.2,22955.57,778,43,Black
35776,33,25326.12,17010.55,624,15,Gold
79782,36,69293.48,40294.21,694,26,Platinum
4146,34,11846.35,5266.3,607,10,Gold
24180,35,29919.53,15815.95,631,15,Gold
20855,34,23728.92,12103.88,597,16,Gold
94391,61,136730.53,68994.82,783,42,Black
60486,56,81180.83,22687.43,724,34,Platinum
50942,27,23006.28,15059.0,671,17,Gold
13401,26,19742.26,12502.64,643,12,Gold
46265,31,28442.03,17082.57,671,15,Gold
20194,35,15616.55,11791.53,593,14,Gold
27817,44,26694.24,12390.17,663,16,Gold
17707,32,26663.06,16889.93,549,17,Gold
68977,33,61768.2,29899.72,841,29,Platinum
73973,59,73320.21,27140.48,788,31,Platinum
97914,42,142560.09,36390.71,765,48,Black
20167,49,24075.58,14384.54,583,19,Gold
62462,46,64429.2,19973.34,752,22,Platinum
26583,29,30373.71,15961.39,650,16,Gold
95790,36,83518.18,17826.42,807,45,Black
26041,45,25954.35,14820.04,667,16,Gold
45800,43,13341.81,9857.07,620,10,Gold
41364,49,33291.63,18884.38,640,13,Gold
32811,26,29125.58,15472.53,634,6,Gold
32520,34,29005.76,17900.45,578,19,Gold
28808,37,16118.65,8538.52,612,20,Gold
41852,40,23371.53,10502.2,693,15,Gold
27895,38,25243.99,12447.84,719,16,Gold
31199,43,26774.0,14686.8,646,18,Gold
69805,34,43829.62,20689.42,776,23,Platinum
30054,49,14281.57,7907.06,670,15,Gold
15977,39,28942.49,19457.68,671,21,Gold
4976,25,18130.83,10363.35,730,13,Gold
91582,40,106966.58,28692.81,790,38,Black
72573,55,63109.27,39527.76,764,36,Platinum
16486,46,19415.4,12698.7,703,10,Gold
28217,46,19990.93,11576.23,593,17,Gold
70739,40,59454.02,26692.8,774,33,Platinum
43522,37,19355.7,11985.07,677,13,Gold
24697,31,29523.29,19862.84,671,17,Gold
18982,22,24802.42,10597.05,623,8,Gold
57844,26,14501.42,8859.65,628,13,Gold
41782,43,25376.89,17268.31,642,10,Gold
25377,32,29715.49,17354.49,625,12,Gold
80442,34,78648.69,31926.89,737,35,Platinum
17650,26,26554.19,18724.34,721,27,Gold
8644,30,25924.29,16904.98,626,23,Gold
94064,50,160400.6,54743.0,834,41,Black
53201,48,26454.91,18550.82,600,16,Gold
58734,44,22652.79,11067.51,705,19,Gold
97849,37,150691.07,79977.75,796,51,Black
2860,34,25970.54,18054.56,649,11,Gold
12947,34,29103.04,14070.26,676,16,Gold
12757,48,27109.84,15035.65,593,13,Gold
55143,30,26368.59,17553.33,614,17,Gold
86365,51,82388.86,22358.03,747,29,Platinum
51854,34,25452.62,15695.21,655,21,Gold
7431,47,25198.57,15505.01,682,13,Gold
9530,27,24240.24,11747.6,627,12,Gold
7619,46,18435.16,11471.01,709,13,Gold
62271,55,63465.19,27567.02,734,29,Platinum
57222,35,22292.0,9672.89,679,14,Gold
5273,27,19001.37,9137.03,647,17,Gold
12412,23,21399.23,13685.15,680,14,Gold
59524,25,17277.09,11914.45,662,22,Gold
90117,36,154416.78,34158.42,750,47,Black
9617,26,30076.96,13848.38,675,16,Gold
23385,25,30529.04,15888.32,623,20,Gold
28666,45,26397.7,17865.44,652,12,Gold
1488,25,16195.96,8552.06,582,16,Gold
36944,45,18023.85,9090.93,618,22,Gold
85,42,20957.53,12031.32,638,14,Gold
91898,49,122040.38,56621.04,750,52,Black
96282,64,127169.61,46037.24,817,49,Black
12707,46,21892.03,11438.34,720,17,Gold
18301,34,26918.28,11631.65,545,15,Gold
26765,31,26083.7,15742.68,678,14,Gold
13668,41,32731.99,19595.25,647,17,Gold
10412,26,25889.54,16824.63,722,14,Gold
59773,38,18232.09,12048.76,712,12,Gold
54766,23,23332.58,11753.7,574,14,Gold
49541,40,29976.62,15482.41,663,23,Gold
27709,49,29812.94,13315.35,631,17,Gold
94750,70,128069.52,27119.92,799,55,Black
43793,37,24630.33,15784.8,630,18,Gold
62516,34,70538.08,29089.78,733,25,Platinum
52181,47,31998.51,17646.78,653,16,Gold
79505,59,75121.23,36573.0,753,34,Platinum
50882,37,23529.62,11970.02,541,19,Gold
84661,55,46576.04,26604.29,713,33,Platinum
25357,47,14624.27,9487.66,713,21,Gold
98356,63,164009.65,64305.37,801,47,Black
63990,37,61684.0,25509.48,741,28,Platinum
29405,32,21799.44,13947.67,704,14,Gold
48541,24,29807.36,20056.63,688,20,Gold
80619,47,59899.68,34936.98,687,38,Platinum
44213,25,25714.51,17567.68,588,11,Gold
19681,25,29984.79,19229.58,649,17,Gold
10744,43,23038.85,15307.77,640,23,Gold
92284,54,108668.09,37580.54,776,43,Black
11335,27,17875.14,7885.36,671,19,Gold
64487,37,75163.25,22455.09,726,31,Platinum
65332,62,79261.27,43131.35,712,39,Platinum
20675,37,31229.11,20890.46,671,13,Gold
96830,39,177367.0,84061.41,783,43,Black
81113,36,54510.55,18374.73,701,25,Platinum
73915,62,72106.41,40017.84,696,30,Platinum
45362,23,30327.08,19600.61,661,21,Gold
58915,30,25276.17,15894.64,596,10,Gold
66550,46,53781.98,34721.53,744,23,Platinum
55639,43,22074.33,9413.23,692,15,Gold
65292,57,66320.29,39417.35,732,25,Platinum
94594,37,128050.47,22647.27,788,41,Black
77236,37,57381.48,13980.85,727,30,Platinum
2279,26,28331.56,20174.69,678,19,Gold
70376,53,68152.18,17569.66,778,34,Platinum
16967,27,23255.74,14617.29,629,8,Gold
35149,23,18962.72,7124.34,669,22,Gold
91499,51,126496.34,37169.65,788,35,Black
13289,37,21690.32,7541.93,647,16,Gold
22516,40,19490.5,8603.06,637,21,Gold
2694,44,24327.52,13222.11,704,14,Gold
7933,35,24126.76,9611.82,673,13,Gold
7333,32,36846.44,19468.95,670,13,Gold
4098,37,22050.53,8564.85,704,17,Gold
43366,35,16859.84,7012.57,600,15,Gold
61731,39,69038.38,26645.77,729,29,Platinum
79878,41,37606.99,21739.94,739,38,Platinum
40681,44,21989.64,9312.01,695,11,Gold
75596,32,62076.04,24014.84,764,25,Platinum
52097,29,27127.02,13623.4,690,8,Gold
61249,34,61863.65,25078.71,724,25,Platinum
1731,35,23882.67,15912.17,678,13,Gold
65859,47,58546.97,27700.86,755,34,Platinum
23095,31,11063.56,7141.88,684,14,Gold
24611,22,17519.52,10182.82,639,12,Gold
18015,23,24057.57,15150.92,700,10,Gold
75753,64,72581.5,25930.92,758,32,Platinum
14822,28,30792.83,16461.36,660,13,Gold
13340,24,22558.63,10883.0,594,17,Gold
80424,57,44772.63,23638.4,719,21,Platinum
3,34,28238.44,20226.51,609,22,Gold
64275,64,39894.33,18458.97,717,32,Platinum
33937,33,19269.33,12673.26,621,27,Gold
17556,25,27935.21,10234.93,614,20,Gold
994,36,21590.08,12993.78,632,11,Gold
12596,35,21016.94,13524.72,613,11,Gold
37457,43,25487.64,11415.45,626,17,Gold
14256,49,23387.26,13652.63,691,17,Gold
86608,42,71873.5,19755.5,715,33,Platinum
39384,28,25429.54,15085.22,667,20,Gold
33697,40,16016.08,10418.97,619,22,Gold
3642,47,24087.16,16236.43,661,18,Gold
14973,26,31469.95,13736.45,572,18,Gold
16840,35,20915.69,9838.62,691,18,Gold
9184,46,26669.83,13953.56,663,19,Gold
27598,32,30568.71,17216.07,714,21,Gold
91118,46,139135.66,25326.27,768,50,Black
14993,36,26061.5,12654.94,665,21,Gold
47557,44,28820.17,13804.12,647,16,Gold
88021,45,58819.15,27287.0,695,30,Platinum
18291,48,27603.88,15571.86,595,16,Gold
28631,39,28631.68,14320.07,660,18,Gold
89886,43,47993.95,26139.7,707,33,Platinum
9220,36,22932.76,13286.59,575,12,Gold
48594,27,27987.48,11443.07,701,11,Gold
28049,28,25665.93,10438.68,696,10,Gold
7547,47,25059.31,16798.69,566,13,Gold
25399,33,29189.45,14603.02,683,19,Gold
34657,36,25193.46,11974.29,704,14,Gold
72777,59,57947.25,31021.32,757,20,Platinum
6312,28,31060.65,12152.48,610,17,Gold
16494,35,22955.52,11617.74,662,15,Gold
55400,35,14927.55,6375.15,709,18,Gold
9717,43,26294.44,16037.44,639,10,Gold
96073,71,143083.03,33199.63,810,45,Black
39964,49,24739.16,11856.87,621,7,Gold
71677,32,47248.41,22589.59,711,30,Platinum
8744,44,29424.21,19841.86,680,15,Gold
24915,42,26346.59,16243.19,580,18,Gold
85329,56,76369.29,26757.9,809,24,Platinum
64832,52,76110.29,42017.47,761,39,Platinum
90946,49,94757.99,38764.63,801,44,Black
58015,43,20916.14,7263.87,610,17,Gold
75175,33,80836.92,39998.46,739,29,Platinum
81011,57,55586.75,19522.02,697,35,Platinum
91809,57,205571.25,59537.07,807,45,Black
53262,24,17966.31,8776.83,687,20,Gold
24739,39,21613.44,9786.52,648,11,Gold
9538,24,30092.69,14310.56,615,21,Gold
99263,45,136619.15,58865.38,823,42,Black
859,26,22238.88,11669.53,666,16,Gold
89190,51,67356.47,26547.57,740,25,Platinum
51095,38,11921.11,8543.26,626,13,Gold
51239,32,26261.4,15495.62,596,17,Gold
97194,46,212714.73,97091.81,790,35,Black
14144,40,24775.4,13478.43,745,16,Gold
37607,32,34057.77,21760.77,660,14,Gold
49718,24,28005.34,17262.55,644,7,Gold
10520,48,35586.62,17608.36,760,13,Gold
21626,34,23600.8,11602.33,715,20,Gold
61888,56,79617.92,32698.92,724,23,Platinum
13004,48,20400.51,14631.43,651,13,Gold
55827,31,31165.47,17752.63,613,19,Gold
22998,37,29153.28,15695.94,596,14,Gold
58269,25,22448.57,13377.75,664,24,Gold
97614,45,151983.0,44609.48,768,53,Black
22560,41,23511.79,13233.91,679,10,Gold
57949,25,22675.29,13917.99,664,19,Gold
14080,28,28344.82,15248.94,625,15,Gold
20686,37,17465.99,12991.41,680,11,Gold
78869,40,69616.03,36922.64,688,33,Platinum
41122,29,23500.67,15432.1,672,20,Gold
64751,38,77400.17,37086.59,751,43,Platinum
10078,34,19608.42,8954.41,652,13,Gold
57144,30,24582.56,12081.48,623,11,Gold
66360,56,69745.0,39174.48,703,26,Platinum
93672,47,149055.3,35709.39,772,37,Black
48528,37,17659.09,9235.19,669,19,Gold
75012,48,69516.1,40676.2,737,22,Platinum
49001,39,37071.24,21331.11,739,14,Gold
70052,30,50454.26,28606.66,740,26,Platinum
53842,35,21138.52,12060.78,682,14,Gold
82478,37,58260.98,24833.1,720,29,Platinum
19918,24,21038.73,7720.84,603,15,Gold
43804,22,29014.14,15413.26,630,14,Gold
12079,27,33382.12,16030.5,605,12,Gold
95040,40,104687.34,21054.67,779,50,Black
90170,65,123690.0,17505.86,745,50,Black
61890,40,80324.49,21541.29,661,25,Platinum
88226,60,60174.16,39303.87,666,34,Platinum
55345,34,36761.02,20098.33,669,15,Gold
52771,35,24229.42,12277.8,633,15,Gold
83709,47,59461.3,33573.03,707,29,Platinum
84829,54,88392.34,38649.55,756,31,Platinum
17717,22,30804.76,14576.65,659,18,Gold
67080,51,76094.57,44930.49,734,34,Platinum
46321,26,26310.82,16470.11,679,8,Gold
5398,36,28665.27,13302.92,610,14,Gold
34893,29,28856.4,17728.38,654,11,Gold
77725,40,50075.17,17980.31,716,30,Platinum
7862,29,25739.1,16600.42,705,13,Gold
61056,49,62196.42,36390.1,711,35,Platinum
29087,37,23770.58,10782.48,637,10,Gold
64469,48,65123.8,17743.8,730,27,Platinum
58950,47,28050.74,10125.11,652,13,Gold
51112,30,28730.95,16413.26,703,9,Gold
16979,32,22713.44,9664.94,690,13,Gold
58271,30,33914.63,16872.98,640,17,Gold
90002,47,92066.57,7350.85,789,61,Black
52612,43,23391.78,15909.55,617,12,Gold
75894,49,65333.42,39502.12,751,34,Platinum
89539,58,63778.54,26345.59,693,20,Platinum
6039,31,29101.16,22410.69,692,12,Gold
41237,27,24524.57,16547.32,644,19,Gold
49553,42,25098.66,11450.77,698,16,Gold
49547,32,21762.07,9702.13,627,16,Gold
75816,58,75012.25,42169.04,728,29,Platinum
9253,47,22824.31,11802.19,656,14,Gold
33630,37,27317.25,13027.79,631,13,Gold
87715,40,57998.55,33151.47,711,21,Platinum
18505,26,30656.5,20144.41,656,18,Gold
63818,56,50060.31,24830.44,718,42,Platinum
92162,74,167035.9,73739.03,768,39,Black
50253,47,26620.79,14464.95,647,13,Gold
89225,52,71023.19,40256.79,705,24,Platinum
44684,24,21679.13,8327.21,678,19,Gold
45516,37,18602.22,8503.76,674,9,Gold
2084,34,13519.1,6938.85,616,19,Gold
91056,66,129073.87,59631.71,734,40,Black
95184,52,66556.57,25708.97,788,31,Black
64619,33,80625.25,44600.6,762,26,Platinum
16345,27,20968.34,8351.55,602,11,Gold
84330,32,55891.37,22183.13,731,22,Platinum
20909,35,23741.1,10075.04,633,15,Gold
12665,36,23166.83,7601.24,654,9,Gold
74548,49,50866.81,30618.08,757,30,Platinum
19999,46,33567.65,22995.77,611,10,Gold
91699,36,138173.62,72904.28,806,76,Black
14551,45,20910.31,11175.87,643,16,Gold
96536,59,97971.24,37766.53,787,55,Black
51707,27,31152.57,18630.12,655,14,Gold
32648,30,22164.06,9123.91,659,14,Gold
89142,37,84618.49,43787.42,718,23,Platinum
13571,49,23529.38,15590.98,689,12,Gold
3903,49,33345.35,16677.6,641,22,Gold
50290,22,25886.6,18373.65,668,14,Gold
25860,45,19948.87,12467.03,666,21,Gold
21707,23,30290.53,17233.11,602,17,Gold
38738,47,31379.49,15173.54,673,16,Gold
52390,48,25434.24,13582.83,667,21,Gold
20377,28,24526.15,11953.05,585,11,Gold
48134,37,23686.3,11684.55,667,16,Gold
40182,42,30105.63,20139.25,594,9,Gold
96929,37,161649.29,78460.76,811,34,Black
8,44,28837.17,14505.32,710,19,Gold
58441,32,17709.72,11217.02,700,18,Gold
55937,33,24430.16,16937.31,627,15,Gold
95320,40,144068.13,27095.16,797,52,Black
83681,36,68899.28,24926.82,783,31,Platinum
64851,33,50494.65,20223.38,762,35,Platinum
15119,30,21709.12,9968.74,609,7,Gold
21328,32,18655.64,11065.52,678,16,Gold
21969,26,22103.21,10228.95,641,12,Gold
38616,49,27924.53,15842.68,645,18,Gold
74190,38,70504.73,39947.08,675,25,Platinum
7251,34,26681.39,19908.73,613,11,Gold
94579,51,146304.6,51864.8,789,41,Black
1178,47,24508.3,10697.48,610,15,Gold
37496,45,30944.23,18977.27,732,14,Gold
58183,23,19508.95,10408.83,658,12,Gold
61075,56,77762.99,35656.98,693,30,Platinum
13834,48,30135.97,13708.96,676,7,Gold
36412,30,19539.7,7519.51,627,9,Gold
36584,28,28229.33,12759.79,714,10,Gold
26835,48,20086.22,12037.58,700,13,Gold
96626,56,169550.25,44607.99,770,49,Black
53596,41,24473.27,15555.3,690,15,Gold
27573,49,28071.08,11072.6,685,13,Gold
92674,47,157267.71,36764.35,787,37,Black
21682,44,20990.31,9579.44,732,8,Gold
88320,39,69279.56,45996.11,729,32,Platinum
74158,51,70505.01,33146.5,732,31,Platinum
21763,44,17874.84,8857.9,622,13,Gold
22228,40,12881.26,8155.96,689,18,Gold
32557,39,28759.3,19245.88,662,7,Gold
70206,33,76794.23,44429.3,759,29,Platinum
70134,47,62236.42,22173.66,774,31,Platinum
26034,49,25630.33,17595.46,556,14,Gold
57962,24,25253.16,12294.63,629,23,Gold
94291,64,172966.82,37737.88,795,55,Black
28431,42,14899.24,10289.93,649,13,Gold
38762,34,32576.16,14061.93,575,20,Gold
30443,28,21562.48,11453.99,696,14,Gold
68347,43,58501.65,32490.93,790,36,Platinum
1078,22,22859.42,8995.59,625,20,Gold
16124,26,19594.45,8539.19,636,7,Gold
60674,44,80357.94,36275.75,725,31,Platinum
66603,47,48591.58,33009.71,744,29,Platinum
24069,41,21583.67,10286.32,695,12,Gold
845,34,25832.26,15389.13,684,14,Gold
33010,45,21919.08,13332.64,644,20,Gold
15669,26,30970.74,14471.06,633,10,Gold
48409,27,24459.81,13061.3,609,16,Gold
14805,42,27568.38,12713.46,649,13,Gold
61163,33,62593.37,25475.82,727,31,Platinum
5630,43,26834.07,17705.45,693,12,Gold
89821,62,51227.07,17496.08,713,27,Platinum
22687,23,28474.57,11928.88,672,17,Gold
87037,54,74663.16,44054.63,709,23,Platinum
65884,48,73660.79,41223.39,747,29,Platinum
77382,60,49986.54,20464.56,681,31,Platinum
90436,44,124785.54,54781.1,791,44,Black
8204,38,20992.58,13192.01,658,13,Gold
67161,61,55354.48,27598.01,732,31,Platinum
43305,45,24606.9,17955.74,671,15,Gold
92365,61,142528.88,49617.49,793,48,Black
30812,31,23066.26,12106.62,644,15,Gold
9632,39,24513.44,12910.9,671,21,Gold
94227,71,128128.83,42583.32,820,45,Black
49247,29,35658.07,25232.14,578,22,Gold
1705,42,27049.09,11793.06,725,23,Gold
70438,30,64063.86,25844.84,710,26,Platinum
85200,56,60443.82,31165.79,702,27,Platinum
47699,27,32955.44,13288.65,656,17,Gold
35441,25,25353.43,13591.3,701,12,Gold
50726,43,29807.89,14873.82,697,18,Gold
63591,56,58642.57,22084.67,752,25,Platinum
29121,39,17553.78,6612.89,634,23,Gold
5985,44,32952.02,15899.3,637,14,Gold
72320,32,96038.63,36468.03,753,33,Platinum
10420,29,25046.98,12667.97,619,18,Gold
32115,22,16746.39,7718.98,641,13,Gold
93988,36,135785.62,55300.74,777,50,Black
67039,52,75232.42,40332.53,712,29,Platinum
60994,62,60644.47,22095.14,732,18,Platinum
28598,27,18762.86,9892.31,711,15,Gold
78304,38,68007.05,31532.13,740,26,Platinum
30064,30,28100.07,14877.32,643,16,Gold
97337,72,170002.86,78703.66,797,36,Black
4699,37,25631.57,12181.91,643,22,Gold
52803,22,32748.84,13299.46,654,15,Gold
26304,27,27832.22,13252.98,675,11,Gold
75286,34,76756.16,36759.42,728,32,Platinum
74318,37,46206.07,27483.96,736,31,Platinum
3310,34,24998.43,13918.25,643,17,Gold
24343,36,22776.5,13914.82,686,18,Gold
15484,25,22574.45,9275.37,715,13,Gold
25895,32,28577.07,12353.16,735,14,Gold
99525,56,136316.94,52705.87,794,36,Black
36053,37,20976.84,12989.21,656,9,Gold
54069,49,30987.36,13558.35,661,16,Gold
37788,41,24676.4,12494.01,642,17,Gold
8854,43,14991.3,6476.76,691,13,Gold
60057,32,33188.03,16346.4,720,35,Platinum
35853,38,29456.49,12818.08,668,10,Gold
98141,42,140254.83,76699.47,803,34,Black
63160,56,45019.68,21124.43,718,25,Platinum
49232,31,26095.17,19644.93,650,10,Gold
36,38,18895.78,13677.73,672,14,Gold
1730,34,34190.92,23847.28,795,9,Gold
65645,53,70493.03,35152.19,680,30,Platinum
84429,54,61750.86,22078.89,751,28,Platinum
97032,64,106491.86,36711.63,798,54,Black
50155,38,25645.51,13881.56,663,14,Gold
41263,25,15105.07,8699.29,592,9,Gold
69601,42,72819.79,41567.36,746,32,Platinum
95314,66,205156.53,58945.74,801,47,Black
99514,61,75882.14,30269.27,764,48,Black
81997,64,52055.09,12929.69,723,29,Platinum
37220,49,15102.11,5622.36,650,16,Gold
9319,46,22680.73,15454.0,644,15,Gold
35886,30,28175.84,18619.44,616,11,Gold
90131,42,100224.3,16490.83,812,43,Black
40025,44,20335.48,9699.11,582,15,Gold
73429,34,48454.01,17760.21,753,23,Platinum
12643,39,23820.64,14167.95,598,12,Gold
39290,34,28883.82,17667.25,643,16,Gold
77705,60,36377.21,17677.24,735,36,Platinum
7776,31,28012.37,12920.05,592,15,Gold
50785,26,27117.16,10395.16,655,13,Gold
80492,30,52513.44,21601.2,719,21,Platinum
23188,23,29872.0,12466.93,666,14,Gold
33227,24,25963.92,15593.47,640,16,Gold
41811,29,28123.96,14731.49,617,14,Gold
19728,45,27483.51,18756.54,627,18,Gold
76344,54,80449.24,27746.02,719,37,Platinum
68215,31,52737.08,18462.13,712,28,Platinum
32685,32,25765.41,14321.66,610,14,Gold
72864,64,46684.9,12245.95,713,18,Platinum
115,39,24038.2,16917.56,627,14,Gold
8257,38,30608.45,20346.45,638,9,Gold
20023,48,25744.71,17243.66,614,19,Gold
64459,48,73813.84,23459.47,760,28,Platinum
91727,44,145189.64,57042.56,792,43,Black
24937,36,31785.92,13363.54,639,14,Gold
91393,51,134567.91,30513.28,773,43,Black
59085,47,24323.04,9708.02,556,13,Gold
62436,44,67287.92,37237.62,679,24,Platinum
25916,26,29251.17,14039.74,684,15,Gold
23818,44,33252.6,18269.54,652,20,Gold
23463,40,30707.69,11768.51,610,9,Gold
40228,39,30227.46,18874.32,642,12,Gold
98432,53,127615.59,19407.47,810,56,Black
7275,42,32182.15,22754.82,670,12,Gold
14451,43,24159.3,9775.77,636,12,Gold
10334,49,24248.36,12799.09,688,12,Gold
93903,51,150383.16,51974.95,767,45,Black
9698,47,28074.81,13271.32,602,10,Gold
20899,47,31139.94,19807.73,680,17,Gold
32471,29,30779.74,18606.42,604,14,Gold
13641,39,23532.84,16021.26,600,14,Gold
21801,28,22548.36,14974.06,621,8,Gold
10547,37,26771.55,13442.09,663,15,Gold
8488,30,20076.83,10363.68,637,13,Gold
18227,31,21244.87,12635.8,599,24,Gold
88611,60,59099.99,35220.05,727,27,Platinum
38800,46,31904.77,22711.24,631,14,Gold
58214,22,27653.44,18102.22,653,11,Gold
59356,30,20762.44,13890.26,627,12,Gold
98062,67,161359.57,81544.8,812,41,Black
99518,65,160704.05,38598.46,776,45,Black
77350,50,75648.02,38847.42,745,32,Platinum
93142,68,147229.67,55090.64,793,42,Black
4807,48,21304.86,15698.32,622,21,Gold
30930,27,25725.51,12955.81,648,19,Gold
56062,47,27647.84,15345.35,678,10,Gold
84620,61,62002.72,32972.3,700,31,Platinum
30655,38,30404.83,17442.74,603,15,Gold
33878,36,26509.27,18949.35,693,15,Gold
83342,45,60153.21,27892.01,684,27,Platinum
70557,38,66507.36,35885.13,736,34,Platinum
49375,36,25876.45,15456.92,572,14,Gold
57143,31,21934.87,12005.25,609,11,Gold
76173,38,52671.31,25711.59,724,30,Platinum
92186,61,138564.78,47762.18,775,39,Black
67511,52,70618.43,28816.17,767,21,Platinum
4330,29,22991.02,14062.63,619,11,Gold
14141,40,24237.5,11460.29,606,15,Gold
29604,48,22863.83,15372.27,682,20,Gold
40400,23,19975.1,13908.28,590,18,Gold
95428,56,113763.42,20581.63,802,38,Black
31245,41,33730.53,12873.43,626,26,Gold
51610,24,12737.35,6725.93,660,11,Gold
1439,48,27454.87,16708.53,687,12,Gold
84325,40,67869.0,32360.31,691,33,Platinum
43320,36,21867.43,12266.23,681,14,Gold
5070,26,26445.92,15515.52,656,18,Gold
39134,43,28683.95,18708.27,614,11,Gold
93822,54,152825.16,68987.75,773,42,Black
75456,51,55407.12,28552.13,751,21,Platinum
94079,52,115451.68,32914.57,811,42,Black
19342,28,18436.96,11327.19,670,24,Gold
74723,36,63084.01,16888.22,758,29,Platinum
44751,36,24986.68,13265.65,633,16,Gold
18776,44,27413.33,16991.0,617,11,Gold
5659,46,31892.34,19564.07,608,12,Gold
37029,34,23073.85,12593.01,650,11,Gold
18763,45,19096.87,10183.26,646,22,Gold
70698,49,71028.22,33616.13,802,31,Platinum
45943,41,24730.56,9608.53,660,20,Gold
73603,45,77983.62,33189.44,674,21,Platinum
55429,37,25957.8,12798.97,657,10,Gold
66642,42,48596.92,15624.57,726,23,Platinum
71361,44,55144.38,24972.64,735,30,Platinum
91414,58,88576.28,50909.1,794,40,Black
29692,28,23118.69,12890.81,716,12,Gold
83669,47,75550.19,29798.48,718,21,Platinum
26682,45,19171.65,9026.85,626,16,Gold
66597,62,60182.15,31196.19,718,29,Platinum
83898,50,55530.94,17666.67,761,21,Platinum
66168,53,60751.45,30200.95,737,34,Platinum
72289,45,76583.79,30457.84,759,23,Platinum
71027,37,78907.78,49502.64,667,34,Platinum
99316,73,102332.87,36441.62,771,36,Black
59727,45,25475.32,15635.3,664,13,Gold
58415,33,30348.02,14422.33,620,20,Gold
88702,41,41287.56,23907.68,707,26,Platinum
20968,25,25700.9,12750.11,634,11,Gold
42904,27,17176.89,6962.65,617,11,Gold
7445,34,16096.87,9073.59,640,12,Gold
85809,56,63138.59,35945.7,737,18,Platinum
390,40,22115.48,10683.16,637,15,Gold
62537,30,69137.01,28836.27,751,25,Platinum
86707,41,60118.68,27253.38,683,37,Platinum
41354,42,27634.83,16658.95,704,13,Gold
49508,48,24840.17,15685.57,632,12,Gold
68286,58,59343.99,27750.06,743,26,Platinum
75324,52,66340.13,26729.79,717,29,Platinum
92440,71,157160.13,67254.18,789,33,Black
69458,54,67602.57,25285.55,757,28,Platinum
26017,37,32881.79,23060.83,687,14,Gold
77748,38,58368.51,31699.39,779,17,Platinum
62821,44,85550.71,35330.18,748,26,Platinum
39271,27,21799.81,12361.72,652,19,Gold
33306,47,34816.96,20056.38,696,17,Gold
84697,45,64832.73,29582.42,733,24,Platinum
98698,73,144516.32,32075.01,790,54,Black
2156,41,21918.19,10599.21,668,24,Gold
26519,36,27301.99,10246.39,643,10,Gold
99351,63,160849.96,61501.54,788,40,Black
16298,23,21328.4,14551.96,632,17,Gold
45065,32,23730.03,7958.63,626,8,Gold
98682,38,142401.03,54464.67,784,41,Black
28322,38,23900.61,16316.47,630,18,Gold
73500,59,61154.47,36953.59,758,33,Platinum
29382,23,35570.27,17362.9,610,12,Gold
36620,45,19511.95,9590.08,665,15,Gold
25353,25,19777.0,12763.38,640,18,Gold
69483,54,67930.25,29285.16,746,37,Platinum
90593,40,135565.1,65309.59,770,39,Black
28844,43,27383.89,13352.55,667,20,Gold
25888,24,22269.08,13995.48,685,14,Gold
7922,48,30855.51,19808.94,666,11,Gold
69968,52,60336.14,34015.49,751,23,Platinum
47273,49,30582.41,19431.21,743,14,Gold
6581,34,23560.47,12470.09,615,15,Gold
94298,46,105667.96,63975.39,768,42,Black
44549,46,18303.82,9278.27,623,14,Gold
58603,26,23247.03,11559.8,684,10,Gold
15681,47,21148.87,13031.28,651,12,Gold
49728,42,21611.23,12477.85,653,17,Gold
27324,45,22176.18,12088.58,688,20,Gold
91455,39,145782.84,48984.87,776,35,Black
57493,46,27377.78,12380.57,625,15,Gold
7911,44,26675.27,14146.76,590,10,Gold
94182,56,154396.69,66239.0,812,34,Black
63973,58,65538.32,29533.75,730,30,Platinum
33553,41,25613.98,18506.94,669,18,Gold
16194,43,23151.42,9516.86,618,8,Gold
46192,30,33268.05,17986.34,657,16,Gold
50685,37,25186.26,11457.47,710,15,Gold
35733,24,24696.49,13050.25,620,26,Gold
95396,62,131179.11,48685.28,792,42,Black
2170,28,27331.79,18500.06,631,16,Gold
27593,27,30696.94,17238.77,690,18,Gold
75202,56,70903.83,24954.85,719,27,Platinum
55370,49,24674.93,16478.85,607,14,Gold
38657,22,24524.67,12434.68,668,18,Gold
92509,50,132425.77,69717.83,786,49,Black
17828,41,28646.85,17698.29,685,16,Gold
60460,34,71001.7,21658.56,740,28,Platinum
97684,42,126014.3,67018.04,806,52,Black
20278,40,21642.51,10701.75,639,10,Gold
11471,41,31434.74,15821.91,725,13,Gold
67191,55,72346.85,38700.8,727,20,Platinum
6029,23,15172.22,6615.84,604,14,Gold
60524,43,51831.49,21766.43,719,24,Platinum
