id_correo,texto,etiqueta
45444,gracias por el apoyo en la entrega quedo atento.,Ham
45445,gana un iphone solo por hoy,Spam
45446,atención: favor de confirmar asistencia al curso saludos.,Ham
45447,atención: descuento exclusivo hoy solo por hoy,Spam
45448,"hola, te informo que reclama tu herencia haz clic aquí",Spam
45449,"estimado usuario, enviaré los comentarios por correo gracias.",Ham
45450,premio garantizado haz clic aquí,Spam
45451,atención: invierte en cripto ya ¡apúrate!,Spam
45452,"saludos, favor de confirmar asistencia al curso quedo atento.",Ham
45453,"hola, te informo que ganar dinero gratis ¡apúrate!",Spam
45454,atención: hola quedamos a las cinco quedo atento.,Ham
45455,"saludos, hola quedamos a las cinco gracias.",Ham
45456,atención: adjunto envío el reporte mensual gracias.,Ham
45457,"saludos, enviaré los comentarios por correo gracias.",Ham
45458,"saludos, enviaré los comentarios por correo gracias.",Ham
45459,atención: premio garantizado solo por hoy,Spam
45460,atención: adjunto envío el reporte mensual quedo atento.,Ham
45461,atención: felicidades eres el ganador ¡apúrate!,Spam
45462,atención: premio garantizado solo por hoy,Spam
45463,"estimado usuario, gana un iphone ¡apúrate!",Spam
45464,"estimado usuario, reclama tu herencia solo por hoy",Spam
45465,"estimado usuario, ganar dinero gratis haz clic aquí",Spam
45466,adjunto envío el reporte mensual gracias.,Ham
45467,"estimado usuario, invierte en cripto ya ¡apúrate!",Spam
45468,"saludos, invierte en cripto ya haz clic aquí",Spam
45469,¿vamos a comer hoy? quedo atento.,Ham
45470,"estimado usuario, hola quedamos a las cinco quedo atento.",Ham
45471,"estimado usuario, ¿vamos a comer hoy? quedo atento.",Ham
45472,"estimado usuario, enviaré los comentarios por correo quedo atento.",Ham
45473,atención: descuento exclusivo hoy haz clic aquí,Spam
45474,adjunto envío el reporte mensual saludos.,Ham
45475,"hola, te informo que urgente cambiar contraseña haz clic aquí",Spam
45476,atención: hola quedamos a las cinco gracias.,Ham
45477,"saludos, adjunto envío el reporte mensual gracias.",Ham
45478,"estimado usuario, adjunto envío el reporte mensual quedo atento.",Ham
45479,"estimado usuario, enviaré los comentarios por correo quedo atento.",Ham
45480,"hola, te informo que ¿vamos a comer hoy? saludos.",Ham
45481,"estimado usuario, gracias por el apoyo en la entrega saludos.",Ham
45482,"estimado usuario, reunión para revisar el proyecto saludos.",Ham
45483,viagra sin receta ¡apúrate!,Spam
45484,atención: adjunto envío el reporte mensual quedo atento.,Ham
45485,"hola, te informo que felicidades eres el ganador ¡apúrate!",Spam
45486,"hola, te informo que favor de confirmar asistencia al curso quedo atento.",Ham
45487,actualización del servidor el fin de semana quedo atento.,Ham
45488,"estimado usuario, descuento exclusivo hoy ¡apúrate!",Spam
45489,atención: gracias por el apoyo en la entrega saludos.,Ham
45490,"saludos, enviaré los comentarios por correo gracias.",Ham
45491,atención: reunión para revisar el proyecto quedo atento.,Ham
45492,"estimado usuario, viagra sin receta solo por hoy",Spam
45493,atención: enviaré los comentarios por correo gracias.,Ham
45494,atención: reunión para revisar el proyecto gracias.,Ham
45495,actualización del servidor el fin de semana gracias.,Ham
45496,"hola, te informo que reunión para revisar el proyecto quedo atento.",Ham
45497,atención: gracias por el apoyo en la entrega saludos.,Ham
45498,"hola, te informo que ganar dinero gratis ¡apúrate!",Spam
45499,actualización del servidor el fin de semana saludos.,Ham
45500,¿vamos a comer hoy? saludos.,Ham
45501,enviaré los comentarios por correo saludos.,Ham
45502,"hola, te informo que actualización del servidor el fin de semana gracias.",Ham
45503,"hola, te informo que hola quedamos a las cinco quedo atento.",Ham
45504,adjunto envío el reporte mensual gracias.,Ham
45505,atención: descuento exclusivo hoy solo por hoy,Spam
45506,atención: viagra sin receta solo por hoy,Spam
45507,"hola, te informo que actualización del servidor el fin de semana gracias.",Ham
45508,atención: reclama tu herencia solo por hoy,Spam
45509,"estimado usuario, invierte en cripto ya ¡apúrate!",Spam
45510,"estimado usuario, enviaré los comentarios por correo quedo atento.",Ham
45511,gracias por el apoyo en la entrega gracias.,Ham
45512,"hola, te informo que gracias por el apoyo en la entrega quedo atento.",Ham
45513,"estimado usuario, reunión para revisar el proyecto saludos.",Ham
45514,atención: felicidades eres el ganador solo por hoy,Spam
45515,invierte en cripto ya solo por hoy,Spam
45516,atención: ¿vamos a comer hoy? gracias.,Ham
45517,"saludos, hola quedamos a las cinco gracias.",Ham
45518,favor de confirmar asistencia al curso quedo atento.,Ham
45519,atención: urgente cambiar contraseña haz clic aquí,Spam
45520,"saludos, enviaré los comentarios por correo gracias.",Ham
45521,"hola, te informo que adjunto envío el reporte mensual quedo atento.",Ham
45522,"estimado usuario, felicidades eres el ganador solo por hoy",Spam
45523,"saludos, descuento exclusivo hoy solo por hoy",Spam
45524,"hola, te informo que reunión para revisar el proyecto gracias.",Ham
45525,atención: viagra sin receta ¡apúrate!,Spam
45526,"hola, te informo que reunión para revisar el proyecto quedo atento.",Ham
45527,"estimado usuario, felicidades eres el ganador haz clic aquí",Spam
45528,urgente cambiar contraseña ¡apúrate!,Spam
45529,atención: ganar dinero gratis solo por hoy,Spam
45530,"hola, te informo que ganar dinero gratis haz clic aquí",Spam
45531,atención: gana un iphone solo por hoy,Spam
45532,"estimado usuario, hola quedamos a las cinco quedo atento.",Ham
45533,"saludos, ganar dinero gratis haz clic aquí",Spam
45534,"estimado usuario, favor de confirmar asistencia al curso saludos.",Ham
45535,"hola, te informo que enviaré los comentarios por correo saludos.",Ham
45536,felicidades eres el ganador ¡apúrate!,Spam
45537,"estimado usuario, reclama tu herencia solo por hoy",Spam
45538,atención: gracias por el apoyo en la entrega gracias.,Ham
45539,atención: ganar dinero gratis ¡apúrate!,Spam
45540,atención: favor de confirmar asistencia al curso gracias.,Ham
45541,"estimado usuario, enviaré los comentarios por correo gracias.",Ham
45542,atención: felicidades eres el ganador ¡apúrate!,Spam
45543,"hola, te informo que gracias por el apoyo en la entrega gracias.",Ham
45544,"saludos, favor de confirmar asistencia al curso saludos.",Ham
45545,atención: viagra sin receta solo por hoy,Spam
45546,"estimado usuario, urgente cambiar contraseña haz clic aquí",Spam
45547,"estimado usuario, favor de confirmar asistencia al curso quedo atento.",Ham
45548,atención: hola quedamos a las cinco gracias.,Ham
45549,"saludos, felicidades eres el ganador haz clic aquí",Spam
45550,"saludos, felicidades eres el ganador haz clic aquí",Spam
45551,"hola, te informo que descuento exclusivo hoy haz clic aquí",Spam
45552,"saludos, ganar dinero gratis haz clic aquí",Spam
45553,"estimado usuario, urgente cambiar contraseña solo por hoy",Spam
45554,descuento exclusivo hoy solo por hoy,Spam
45555,"hola, te informo que hola quedamos a las cinco gracias.",Ham
45556,"hola, te informo que hola quedamos a las cinco quedo atento.",Ham
45557,atención: actualización del servidor el fin de semana gracias.,Ham
45558,actualización del servidor el fin de semana quedo atento.,Ham
45559,"estimado usuario, ganar dinero gratis ¡apúrate!",Spam
45560,atención: felicidades eres el ganador solo por hoy,Spam
45561,"saludos, adjunto envío el reporte mensual quedo atento.",Ham
45562,"estimado usuario, reunión para revisar el proyecto gracias.",Ham
45563,"estimado usuario, actualización del servidor el fin de semana gracias.",Ham
45564,"hola, te informo que urgente cambiar contraseña ¡apúrate!",Spam
45565,"saludos, reunión para revisar el proyecto saludos.",Ham
45566,atención: descuento exclusivo hoy ¡apúrate!,Spam
45567,atención: enviaré los comentarios por correo gracias.,Ham
45568,atención: invierte en cripto ya haz clic aquí,Spam
45569,"saludos, enviaré los comentarios por correo saludos.",Ham
45570,atención: viagra sin receta solo por hoy,Spam
45571,"hola, te informo que actualización del servidor el fin de semana quedo atento.",Ham
45572,"hola, te informo que gracias por el apoyo en la entrega gracias.",Ham
45573,"estimado usuario, enviaré los comentarios por correo saludos.",Ham
45574,favor de confirmar asistencia al curso quedo atento.,Ham
45575,atención: premio garantizado haz clic aquí,Spam
45576,"saludos, ¿vamos a comer hoy? quedo atento.",Ham
45577,"estimado usuario, reunión para revisar el proyecto saludos.",Ham
45578,"hola, te informo que premio garantizado ¡apúrate!",Spam
45579,atención: adjunto envío el reporte mensual gracias.,Ham
45580,"saludos, urgente cambiar contraseña ¡apúrate!",Spam
45581,"estimado usuario, reunión para revisar el proyecto quedo atento.",Ham
45582,atención: favor de confirmar asistencia al curso saludos.,Ham
45583,"hola, te informo que favor de confirmar asistencia al curso gracias.",Ham
45584,"estimado usuario, felicidades eres el ganador haz clic aquí",Spam
45585,¿vamos a comer hoy? saludos.,Ham
45586,"hola, te informo que viagra sin receta solo por hoy",Spam
45587,"hola, te informo que actualización del servidor el fin de semana gracias.",Ham
45588,atención: favor de confirmar asistencia al curso quedo atento.,Ham
45589,"hola, te informo que hola quedamos a las cinco gracias.",Ham
45590,"saludos, actualización del servidor el fin de semana quedo atento.",Ham
45591,atención: adjunto envío el reporte mensual gracias.,Ham
45592,¿vamos a comer hoy? saludos.,Ham
45593,"estimado usuario, gracias por el apoyo en la entrega quedo atento.",Ham
45594,atención: premio garantizado haz clic aquí,Spam
45595,"saludos, gana un iphone haz clic aquí",Spam
45596,"estimado usuario, reunión para revisar el proyecto saludos.",Ham
45597,"hola, te informo que actualización del servidor el fin de semana quedo atento.",Ham
45598,"hola, te informo que hola quedamos a las cinco gracias.",Ham
45599,"hola, te informo que reunión para revisar el proyecto gracias.",Ham
45600,hola quedamos a las cinco quedo atento.,Ham
45601,"estimado usuario, ¿vamos a comer hoy? quedo atento.",Ham
45602,"estimado usuario, felicidades eres el ganador ¡apúrate!",Spam
45603,viagra sin receta ¡apúrate!,Spam
45604,"hola, te informo que descuento exclusivo hoy ¡apúrate!",Spam
45605,enviaré los comentarios por correo quedo atento.,Ham
45606,"hola, te informo que viagra sin receta solo por hoy",Spam
45607,"hola, te informo que reunión para revisar el proyecto gracias.",Ham
45608,felicidades eres el ganador ¡apúrate!,Spam
45609,atención: invierte en cripto ya haz clic aquí,Spam
45610,"estimado usuario, ¿vamos a comer hoy? quedo atento.",Ham
45611,invierte en cripto ya solo por hoy,Spam
45612,gracias por el apoyo en la entrega saludos.,Ham
45613,"estimado usuario, reunión para revisar el proyecto saludos.",Ham
45614,actualización del servidor el fin de semana quedo atento.,Ham
45615,"hola, te informo que adjunto envío el reporte mensual saludos.",Ham
45616,atención: ¿vamos a comer hoy? saludos.,Ham
45617,"hola, te informo que felicidades eres el ganador haz clic aquí",Spam
45618,favor de confirmar asistencia al curso gracias.,Ham
45619,"estimado usuario, descuento exclusivo hoy ¡apúrate!",Spam
45620,"hola, te informo que invierte en cripto ya solo por hoy",Spam
45621,atención: gana un iphone solo por hoy,Spam
45622,favor de confirmar asistencia al curso saludos.,Ham
45623,"hola, te informo que gracias por el apoyo en la entrega quedo atento.",Ham
45624,"hola, te informo que enviaré los comentarios por correo quedo atento.",Ham
45625,"estimado usuario, adjunto envío el reporte mensual saludos.",Ham
45626,"saludos, ganar dinero gratis haz clic aquí",Spam
45627,"estimado usuario, reunión para revisar el proyecto gracias.",Ham
45628,atención: favor de confirmar asistencia al curso saludos.,Ham
45629,"saludos, descuento exclusivo hoy haz clic aquí",Spam
45630,reclama tu herencia solo por hoy,Spam
45631,"estimado usuario, adjunto envío el reporte mensual saludos.",Ham
45632,"hola, te informo que actualización del servidor el fin de semana gracias.",Ham
45633,"hola, te informo que actualización del servidor el fin de semana gracias.",Ham
45634,"hola, te informo que ¿vamos a comer hoy? gracias.",Ham
45635,"estimado usuario, viagra sin receta ¡apúrate!",Spam
45636,"estimado usuario, gana un iphone haz clic aquí",Spam
45637,"hola, te informo que actualización del servidor el fin de semana quedo atento.",Ham
45638,"saludos, felicidades eres el ganador solo por hoy",Spam
45639,"estimado usuario, viagra sin receta solo por hoy",Spam
45640,"estimado usuario, enviaré los comentarios por correo gracias.",Ham
45641,"saludos, hola quedamos a las cinco saludos.",Ham
45642,"estimado usuario, hola quedamos a las cinco saludos.",Ham
45643,actualización del servidor el fin de semana gracias.,Ham
45644,atención: reunión para revisar el proyecto saludos.,Ham
45645,"estimado usuario, gana un iphone haz clic aquí",Spam
45646,"saludos, gracias por el apoyo en la entrega saludos.",Ham
45647,atención: reunión para revisar el proyecto quedo atento.,Ham
45648,descuento exclusivo hoy solo por hoy,Spam
45649,"estimado usuario, gracias por el apoyo en la entrega quedo atento.",Ham
45650,"hola, te informo que reunión para revisar el proyecto gracias.",Ham
45651,"hola, te informo que actualización del servidor el fin de semana quedo atento.",Ham
45652,gracias por el apoyo en la entrega quedo atento.,Ham
45653,"saludos, ¿vamos a comer hoy? gracias.",Ham
45654,atención: hola quedamos a las cinco gracias.,Ham
45655,"hola, te informo que adjunto envío el reporte mensual saludos.",Ham
45656,"estimado usuario, enviaré los comentarios por correo quedo atento.",Ham
45657,"saludos, ¿vamos a comer hoy? saludos.",Ham
45658,"saludos, actualización del servidor el fin de semana saludos.",Ham
45659,"saludos, favor de confirmar asistencia al curso gracias.",Ham
45660,atención: favor de confirmar asistencia al curso gracias.,Ham
45661,atención: invierte en cripto ya haz clic aquí,Spam
45662,"hola, te informo que actualización del servidor el fin de semana saludos.",Ham
45663,"estimado usuario, gana un iphone solo por hoy",Spam
45664,"estimado usuario, adjunto envío el reporte mensual gracias.",Ham
45665,atención: gana un iphone haz clic aquí,Spam
45666,"estimado usuario, ¿vamos a comer hoy? saludos.",Ham
45667,"saludos, adjunto envío el reporte mensual quedo atento.",Ham
45668,hola quedamos a las cinco gracias.,Ham
45669,atención: enviaré los comentarios por correo gracias.,Ham
45670,atención: adjunto envío el reporte mensual gracias.,Ham
45671,"saludos, hola quedamos a las cinco quedo atento.",Ham
45672,"estimado usuario, premio garantizado ¡apúrate!",Spam
45673,"saludos, urgente cambiar contraseña ¡apúrate!",Spam
45674,gracias por el apoyo en la entrega gracias.,Ham
45675,atención: enviaré los comentarios por correo saludos.,Ham
45676,atención: actualización del servidor el fin de semana gracias.,Ham
45677,"saludos, reunión para revisar el proyecto quedo atento.",Ham
45678,gracias por el apoyo en la entrega quedo atento.,Ham
45679,actualización del servidor el fin de semana saludos.,Ham
45680,"saludos, descuento exclusivo hoy haz clic aquí",Spam
45681,atención: urgente cambiar contraseña solo por hoy,Spam
45682,"estimado usuario, invierte en cripto ya haz clic aquí",Spam
45683,atención: reunión para revisar el proyecto saludos.,Ham
45684,"saludos, viagra sin receta solo por hoy",Spam
45685,adjunto envío el reporte mensual quedo atento.,Ham
45686,atención: reunión para revisar el proyecto gracias.,Ham
45687,gana un iphone solo por hoy,Spam
45688,"estimado usuario, reclama tu herencia ¡apúrate!",Spam
45689,"hola, te informo que ¿vamos a comer hoy? saludos.",Ham
45690,"hola, te informo que descuento exclusivo hoy ¡apúrate!",Spam
45691,"saludos, ¿vamos a comer hoy? saludos.",Ham
45692,"estimado usuario, ¿vamos a comer hoy? saludos.",Ham
45693,enviaré los comentarios por correo quedo atento.,Ham
45694,atención: ¿vamos a comer hoy? gracias.,Ham
45695,"estimado usuario, viagra sin receta haz clic aquí",Spam
45696,atención: reclama tu herencia solo por hoy,Spam
45697,"saludos, gracias por el apoyo en la entrega saludos.",Ham
45698,"estimado usuario, descuento exclusivo hoy solo por hoy",Spam
45699,invierte en cripto ya ¡apúrate!,Spam
45700,reunión para revisar el proyecto saludos.,Ham
45701,"estimado usuario, gana un iphone solo por hoy",Spam
45702,atención: ganar dinero gratis solo por hoy,Spam
45703,"hola, te informo que ¿vamos a comer hoy? gracias.",Ham
45704,"estimado usuario, invierte en cripto ya ¡apúrate!",Spam
45705,enviaré los comentarios por correo quedo atento.,Ham
45706,atención: reunión para revisar el proyecto saludos.,Ham
45707,"saludos, reunión para revisar el proyecto saludos.",Ham
45708,"hola, te informo que viagra sin receta haz clic aquí",Spam
45709,atención: hola quedamos a las cinco quedo atento.,Ham
45710,felicidades eres el ganador haz clic aquí,Spam
45711,¿vamos a comer hoy? quedo atento.,Ham
45712,"hola, te informo que reunión para revisar el proyecto quedo atento.",Ham
45713,atención: gracias por el apoyo en la entrega gracias.,Ham
45714,atención: reclama tu herencia haz clic aquí,Spam
45715,"hola, te informo que premio garantizado solo por hoy",Spam
45716,"estimado usuario, hola quedamos a las cinco quedo atento.",Ham
45717,"saludos, gracias por el apoyo en la entrega saludos.",Ham
45718,adjunto envío el reporte mensual saludos.,Ham
45719,gracias por el apoyo en la entrega quedo atento.,Ham
45720,"saludos, reclama tu herencia haz clic aquí",Spam
45721,atención: premio garantizado ¡apúrate!,Spam
45722,"saludos, actualización del servidor el fin de semana gracias.",Ham
45723,"estimado usuario, adjunto envío el reporte mensual quedo atento.",Ham
45724,descuento exclusivo hoy solo por hoy,Spam
45725,gracias por el apoyo en la entrega gracias.,Ham
45726,"estimado usuario, invierte en cripto ya ¡apúrate!",Spam
45727,atención: viagra sin receta solo por hoy,Spam
45728,"estimado usuario, favor de confirmar asistencia al curso saludos.",Ham
45729,"estimado usuario, felicidades eres el ganador solo por hoy",Spam
45730,"hola, te informo que felicidades eres el ganador ¡apúrate!",Spam
45731,"saludos, reunión para revisar el proyecto gracias.",Ham
45732,"hola, te informo que hola quedamos a las cinco gracias.",Ham
45733,"hola, te informo que viagra sin receta solo por hoy",Spam
45734,"estimado usuario, reclama tu herencia haz clic aquí",Spam
45735,"estimado usuario, enviaré los comentarios por correo saludos.",Ham
45736,"hola, te informo que viagra sin receta ¡apúrate!",Spam
45737,reclama tu herencia ¡apúrate!,Spam
45738,"saludos, gana un iphone ¡apúrate!",Spam
45739,"saludos, felicidades eres el ganador ¡apúrate!",Spam
45740,reunión para revisar el proyecto saludos.,Ham
45741,"hola, te informo que favor de confirmar asistencia al curso saludos.",Ham
45742,gracias por el apoyo en la entrega saludos.,Ham
45743,"hola, te informo que gracias por el apoyo en la entrega quedo atento.",Ham
45744,"saludos, favor de confirmar asistencia al curso saludos.",Ham
45745,"estimado usuario, urgente cambiar contraseña solo por hoy",Spam
45746,"hola, te informo que enviaré los comentarios por correo saludos.",Ham
45747,"hola, te informo que reunión para revisar el proyecto quedo atento.",Ham
45748,atención: gana un iphone solo por hoy,Spam
45749,reunión para revisar el proyecto gracias.,Ham
45750,atención: adjunto envío el reporte mensual gracias.,Ham
45751,reunión para revisar el proyecto saludos.,Ham
45752,felicidades eres el ganador solo por hoy,Spam
45753,atención: reclama tu herencia solo por hoy,Spam
45754,"hola, te informo que felicidades eres el ganador solo por hoy",Spam
45755,"estimado usuario, gana un iphone ¡apúrate!",Spam
45756,atención: favor de confirmar asistencia al curso quedo atento.,Ham
45757,viagra sin receta ¡apúrate!,Spam
45758,"hola, te informo que favor de confirmar asistencia al curso quedo atento.",Ham
45759,"hola, te informo que viagra sin receta solo por hoy",Spam
45760,¿vamos a comer hoy? gracias.,Ham
45761,atención: ¿vamos a comer hoy? saludos.,Ham
45762,"saludos, favor de confirmar asistencia al curso quedo atento.",Ham
45763,atención: ¿vamos a comer hoy? gracias.,Ham
45764,reclama tu herencia ¡apúrate!,Spam
45765,"estimado usuario, felicidades eres el ganador solo por hoy",Spam
45766,"estimado usuario, enviaré los comentarios por correo gracias.",Ham
45767,"estimado usuario, enviaré los comentarios por correo gracias.",Ham
45768,"hola, te informo que hola quedamos a las cinco saludos.",Ham
45769,reunión para revisar el proyecto saludos.,Ham
45770,"hola, te informo que ¿vamos a comer hoy? saludos.",Ham
45771,"hola, te informo que reunión para revisar el proyecto quedo atento.",Ham
45772,atención: gracias por el apoyo en la entrega quedo atento.,Ham
45773,"hola, te informo que felicidades eres el ganador ¡apúrate!",Spam
45774,"saludos, descuento exclusivo hoy ¡apúrate!",Spam
45775,actualización del servidor el fin de semana gracias.,Ham
45776,"estimado usuario, reunión para revisar el proyecto quedo atento.",Ham
45777,hola quedamos a las cinco saludos.,Ham
45778,atención: ¿vamos a comer hoy? saludos.,Ham
45779,reclama tu herencia haz clic aquí,Spam
45780,"saludos, gracias por el apoyo en la entrega gracias.",Ham
45781,"saludos, premio garantizado haz clic aquí",Spam
45782,atención: reunión para revisar el proyecto quedo atento.,Ham
45783,hola quedamos a las cinco saludos.,Ham
45784,atención: gracias por el apoyo en la entrega quedo atento.,Ham
45785,atención: ganar dinero gratis ¡apúrate!,Spam
45786,"hola, te informo que gracias por el apoyo en la entrega gracias.",Ham
45787,ganar dinero gratis ¡apúrate!,Spam
45788,"hola, te informo que urgente cambiar contraseña solo por hoy",Spam
45789,"hola, te informo que reunión para revisar el proyecto quedo atento.",Ham
45790,atención: adjunto envío el reporte mensual quedo atento.,Ham
45791,"saludos, reclama tu herencia solo por hoy",Spam
45792,"hola, te informo que adjunto envío el reporte mensual quedo atento.",Ham
45793,reunión para revisar el proyecto quedo atento.,Ham
45794,atención: actualización del servidor el fin de semana gracias.,Ham
45795,"estimado usuario, favor de confirmar asistencia al curso saludos.",Ham
45796,"hola, te informo que hola quedamos a las cinco saludos.",Ham
45797,hola quedamos a las cinco quedo atento.,Ham
45798,"saludos, gracias por el apoyo en la entrega saludos.",Ham
45799,atención: hola quedamos a las cinco saludos.,Ham
45800,atención: adjunto envío el reporte mensual saludos.,Ham
45801,"hola, te informo que enviaré los comentarios por correo saludos.",Ham
45802,ganar dinero gratis haz clic aquí,Spam
45803,premio garantizado haz clic aquí,Spam
45804,atención: hola quedamos a las cinco saludos.,Ham
45805,reunión para revisar el proyecto saludos.,Ham
45806,"saludos, enviaré los comentarios por correo gracias.",Ham
45807,gracias por el apoyo en la entrega gracias.,Ham
45808,atención: invierte en cripto ya solo por hoy,Spam
45809,atención: gracias por el apoyo en la entrega gracias.,Ham
45810,favor de confirmar asistencia al curso quedo atento.,Ham
45811,"hola, te informo que enviaré los comentarios por correo gracias.",Ham
45812,"estimado usuario, urgente cambiar contraseña ¡apúrate!",Spam
45813,atención: enviaré los comentarios por correo saludos.,Ham
45814,atención: hola quedamos a las cinco saludos.,Ham
45815,"estimado usuario, gracias por el apoyo en la entrega gracias.",Ham
45816,atención: favor de confirmar asistencia al curso quedo atento.,Ham
45817,premio garantizado haz clic aquí,Spam
45818,"estimado usuario, ¿vamos a comer hoy? quedo atento.",Ham
45819,"hola, te informo que reunión para revisar el proyecto gracias.",Ham
45820,"saludos, adjunto envío el reporte mensual quedo atento.",Ham
45821,actualización del servidor el fin de semana saludos.,Ham
45822,atención: ¿vamos a comer hoy? gracias.,Ham
45823,ganar dinero gratis solo por hoy,Spam
45824,atención: urgente cambiar contraseña solo por hoy,Spam
45825,"hola, te informo que ¿vamos a comer hoy? gracias.",Ham
45826,atención: ¿vamos a comer hoy? gracias.,Ham
45827,"hola, te informo que invierte en cripto ya ¡apúrate!",Spam
45828,"estimado usuario, actualización del servidor el fin de semana saludos.",Ham
45829,atención: gana un iphone solo por hoy,Spam
45830,invierte en cripto ya haz clic aquí,Spam
45831,"hola, te informo que invierte en cripto ya solo por hoy",Spam
45832,"saludos, descuento exclusivo hoy solo por hoy",Spam
45833,"hola, te informo que enviaré los comentarios por correo quedo atento.",Ham
45834,"saludos, adjunto envío el reporte mensual saludos.",Ham
45835,"estimado usuario, favor de confirmar asistencia al curso saludos.",Ham
45836,reunión para revisar el proyecto quedo atento.,Ham
45837,"estimado usuario, urgente cambiar contraseña solo por hoy",Spam
45838,"hola, te informo que enviaré los comentarios por correo gracias.",Ham
45839,"saludos, adjunto envío el reporte mensual saludos.",Ham
45840,"hola, te informo que gracias por el apoyo en la entrega quedo atento.",Ham
45841,atención: ganar dinero gratis solo por hoy,Spam
45842,atención: favor de confirmar asistencia al curso gracias.,Ham
45843,atención: hola quedamos a las cinco gracias.,Ham
45844,"saludos, invierte en cripto ya haz clic aquí",Spam
45845,"saludos, felicidades eres el ganador haz clic aquí",Spam
45846,"saludos, descuento exclusivo hoy solo por hoy",Spam
45847,"saludos, urgente cambiar contraseña ¡apúrate!",Spam
45848,"estimado usuario, favor de confirmar asistencia al curso saludos.",Ham
45849,enviaré los comentarios por correo saludos.,Ham
45850,atención: actualización del servidor el fin de semana quedo atento.,Ham
45851,"hola, te informo que adjunto envío el reporte mensual quedo atento.",Ham
45852,"saludos, gracias por el apoyo en la entrega gracias.",Ham
45853,reclama tu herencia solo por hoy,Spam
45854,reunión para revisar el proyecto quedo atento.,Ham
45855,favor de confirmar asistencia al curso quedo atento.,Ham
45856,atención: actualización del servidor el fin de semana saludos.,Ham
45857,atención: reclama tu herencia haz clic aquí,Spam
45858,gracias por el apoyo en la entrega quedo atento.,Ham
45859,"saludos, premio garantizado ¡apúrate!",Spam
45860,"hola, te informo que ¿vamos a comer hoy? saludos.",Ham
45861,"hola, te informo que actualización del servidor el fin de semana gracias.",Ham
45862,urgente cambiar contraseña solo por hoy,Spam
45863,"saludos, reunión para revisar el proyecto gracias.",Ham
45864,atención: actualización del servidor el fin de semana gracias.,Ham
45865,"estimado usuario, gana un iphone ¡apúrate!",Spam
45866,reunión para revisar el proyecto quedo atento.,Ham
45867,"hola, te informo que invierte en cripto ya haz clic aquí",Spam
45868,felicidades eres el ganador solo por hoy,Spam
45869,atención: viagra sin receta ¡apúrate!,Spam
45870,gana un iphone haz clic aquí,Spam
45871,"hola, te informo que enviaré los comentarios por correo gracias.",Ham
45872,"hola, te informo que hola quedamos a las cinco saludos.",Ham
45873,"saludos, ¿vamos a comer hoy? saludos.",Ham
45874,"saludos, gana un iphone haz clic aquí",Spam
45875,"estimado usuario, invierte en cripto ya ¡apúrate!",Spam
45876,"saludos, gracias por el apoyo en la entrega saludos.",Ham
45877,gracias por el apoyo en la entrega quedo atento.,Ham
45878,atención: invierte en cripto ya solo por hoy,Spam
45879,"hola, te informo que gana un iphone ¡apúrate!",Spam
45880,atención: reclama tu herencia haz clic aquí,Spam
45881,atención: felicidades eres el ganador haz clic aquí,Spam
45882,"estimado usuario, premio garantizado ¡apúrate!",Spam
45883,atención: favor de confirmar asistencia al curso saludos.,Ham
45884,atención: premio garantizado haz clic aquí,Spam
45885,ganar dinero gratis ¡apúrate!,Spam
45886,"hola, te informo que gracias por el apoyo en la entrega quedo atento.",Ham
45887,hola quedamos a las cinco quedo atento.,Ham
45888,"hola, te informo que gracias por el apoyo en la entrega quedo atento.",Ham
45889,atención: reclama tu herencia ¡apúrate!,Spam
45890,"saludos, reunión para revisar el proyecto saludos.",Ham
45891,enviaré los comentarios por correo saludos.,Ham
45892,"estimado usuario, descuento exclusivo hoy solo por hoy",Spam
45893,atención: ganar dinero gratis haz clic aquí,Spam
45894,"hola, te informo que invierte en cripto ya haz clic aquí",Spam
45895,atención: ¿vamos a comer hoy? gracias.,Ham
45896,"saludos, actualización del servidor el fin de semana gracias.",Ham
45897,atención: felicidades eres el ganador solo por hoy,Spam
45898,"saludos, ganar dinero gratis solo por hoy",Spam
45899,"estimado usuario, adjunto envío el reporte mensual quedo atento.",Ham
45900,"hola, te informo que enviaré los comentarios por correo quedo atento.",Ham
45901,"hola, te informo que descuento exclusivo hoy ¡apúrate!",Spam
45902,atención: actualización del servidor el fin de semana gracias.,Ham
45903,felicidades eres el ganador solo por hoy,Spam
45904,"saludos, adjunto envío el reporte mensual saludos.",Ham
45905,hola quedamos a las cinco gracias.,Ham
45906,"saludos, enviaré los comentarios por correo saludos.",Ham
45907,atención: enviaré los comentarios por correo quedo atento.,Ham
45908,"saludos, viagra sin receta solo por hoy",Spam
45909,"estimado usuario, adjunto envío el reporte mensual gracias.",Ham
45910,"hola, te informo que reunión para revisar el proyecto gracias.",Ham
45911,"hola, te informo que adjunto envío el reporte mensual gracias.",Ham
45912,"saludos, gana un iphone haz clic aquí",Spam
45913,"saludos, adjunto envío el reporte mensual saludos.",Ham
45914,"hola, te informo que reclama tu herencia haz clic aquí",Spam
45915,"estimado usuario, urgente cambiar contraseña haz clic aquí",Spam
45916,"estimado usuario, viagra sin receta ¡apúrate!",Spam
45917,urgente cambiar contraseña ¡apúrate!,Spam
45918,atención: adjunto envío el reporte mensual saludos.,Ham
45919,"saludos, gana un iphone solo por hoy",Spam
